waktu,clean_text
2020-01-01,"calon pengontrak minta pulsa. jadi saya pernah disuruh ngurus rumah kontrakan yang mau disewakan. beberapa orang menghubungi saya, termasuk diantaranya para makelar rumah. saya sih membuka kerjasama dengan makelar untuk mencarikan calon pengontrak. sama-sama menguntungkan toh. gambar hanya illustrasi diantara beberapa makelar ada satu yang memberikan klien agak aneh. yang aneh sih bukan makelarnya, tapi kliennya. dia minta saya menghubungi langsung ke nomer telepon klien. dalam hati saya agak tersinggung. kenapa harus saya yang menelepon calon klien? jaman sekarang ada wa kenapa pula saya harus buang-buang pulsa? akhirnya saya sms saja nomor itu. langsung minta dia konfirmasi jam berapa mau ketemu untuk lihat rumah. tak berapa lama si klien telepon saya. terdengar suara seorang pria, kedengarannya masih muda, nada suara seperti orang gaul berpendidikan, tapi entah kenapa seperti ada kegamangan atau ke panikan dalam intonasi suaranya. dia cerita kalau dia masih di surabaya (saya di denpasar) dan akan terbang ke bali sore itu. dari bandara dia akan langsung ke lokasi untuk lihat rumah. saya sih oke oke saja, saya ga peduli dia ada dimana mau kemana. yang saya butuh dari dia cuma konfirmasi waktu pasti untuk ketemu di lokasi. saya minta dia kabari kalau sudah mau berangkat ke lokasi. 25 menit kemudian si klien ini telepon lagi. kali ini jelas terdengar dia seperti agak panik. dia bilang dia sedang di bandara di surabaya. nanti di bali adiknya yang akan menjemput. tapi pulsa dia habis, dan dia takut waktu mendarat ga ada pulsa untuk telepon adiknya di kantor. dia minta saya bantu dia untuk transfer pulsa ke nomer dia barang 100.000 saja. nanti pas ketemu akan di kembalikan uang tunai. terus terang saya sempet ketawa di telepon karena ini terdengar seperti modus mama minta pulsa, tapi versi calon pengontrak. saya suruh dia isi pulsa saja di atm bandara. dia bilang kartu atm nya ke blokir wah? orang aneh macam mana mau terbang ke luar pulau tapi ga punya atm? bikin repot orang yang dia gak kenal? belum jadi pengontrak aja nekat bikin orang repot. gimana kalau beneran jadi pengontrak?(prinsip saya lebih baik ga ada penyewa daripada punya penyewa yang nyusahin) dia turunkan permintaan jadi pulsa 50.000 saja. ""sumpah nanti saya kembalikan pas kita ketemu, sebentar lagi saya boarding dan ga ada waktu lagi!"" begitu katanya. sepertinya dalam kondisi terdesak sekali. saya sempat iba sejenak dan berminat untuk menolongnya. tapi fakta bahwa ia buang-buang pulsa untuk membujuk saya transfer pulsa terasa janggal. akhirnya saya iyakan tapi gak saya transfer. saya wa makelar yang bawa dia, saya omeli karena ngasi klien aneh macam ini. si makelar kaget baca cerita saya dan bilang gak usah dilayani karena orang ini juga agak aneh maksa minta nomor telepon saya. setelah itu dia gak menghubungi saya sama lagi. haduh dasar penipu minta pulsa, ada-ada saja usahanya."
2023-01-01,"ini barusannn. dan korbannya banyak banget yg ketipu tiket konser. belum lagi tiket konser jb kemaren. heran banget, kok bisa ya orang2 bisa tenang hidupnya pake nipu begini, mana nominalnya lumayan edit! karena ada nambah korban lagi dengan penipu yg berbeda mungkin. parah deh yaa gangerti lagi banyak banget yg bisa ditipu yg mau baca langsung ke twitter aja"
2025-01-01,"tolong bantu saya! apakah modus penipuan baru 2023 ? ada yang sama? tepatnya pagi kemarin hari selasa, 9 mei 2023 saya ditelpon oleh nomor yang tidak dikenal, saya bukan tipe orang yang langsung mengangkat telpon jika nomornya tidak saya kenal, namun saya angkat, siapa tahu itu dari hrd perusahaan yang saya lamar, karena beberapa hari sebelumnya ada telpon dari hrd yang tertarik dengan cv saya hehe. lanjut! dia memperkenalkan diri dan menjelaskan tentang apa tujuannya menghubungi saya. ternyata dia bekerja di perusahaan yang bernama ""expedia"", jika yang saya tangkap perusahaan ini seperti membuka jasa ""ghost visit""ke hotel-hotel yang masih berkembang maupun hotel elite, sehingga hotel tersebut seperti banyak pengunjung (padahal hanya pengunjung fikif) lalu pekerjaan itulah yang ditawarkan kesaya. dia menawarkan saya untuk bekerja sampingan sebangai pelaku ""ghost visit""tersebut, jadi saya akan pura-pura pesan hotel yang ada di daftar mereka (pemilihan hotel nantinya dipandu oleh mentor mereka), harga hotel-hotel tersebut berkisar antara 50 ribu - 30 juta . karena saya penasaran saya mengiya-kan ajakan tersebut. petama-tama saya dihubungi via wa oleh adminnya, dia mengaku bernama lisa dengan foto profile yanggood looking, dan menjelaskan kurang lebih persis seperti yang saya ceritakan diatas. dia juga memberikan bukti testimoni2 dari orang yang sudah bergabung yang mempunyai penghasilan hingga 600ribu / harinya. setelah itu saya diarahkan untuk membuat atau mendaftar akun terlebihdulu diwebsitemereka, didalamwebsitetersebut ada fitursaldo, topup, penarikan dana, dan daftar2 hotelyang nantinya kita akan pesan. untuk akun baru akan dikasih bonus pertama yaitu 15 ribu. jadi akun kita setelah aktif akan terisi saldo kita sebesar 15 ribu. lebih lanjut lagi untuk mendapatkan cuan, pertama-tama kita harus memesan hotel dengan harga termurah dulu yaitu 50ribu, dan mengharuskan kita topup sebesar 50ribu. karena saya orangnya penasaran akhirnya saya topup lah 50ribu ke nomor rekening bri. dan setelah terkonfirmasi saldo 50ribu saya terisi ke akun saya dengan total saldonya menjadi 65ribu. setelah topup kita diberi semacam surat garansi perlindungan saldo gitu. namun sepertinya tugas admin pertama ini cukup sampai disini, lalu saya diberi link nomor wa mentor untuk proses selanjutnya. nama mentornya nindy dan lagi-lagi foto profilenyagood looking. saya diberi bimbingan atau tutorial langsung dari mentor saya, untuk melakukan seolah pemesanan hotel yang seharga 50ribu dengan mendapatkan komisi 20 yaitu 10ribu. tapi enaknya biaya pemesanan hotel seharga 50ribu akan dikembalikan 100 beserta dengan komisinya 20 total pengembalian dananya jadi 60ribu. setelah berhasil memesan hotelnya, beberapa menit komisi saya cair sebesar 10ribu plus yang tadi untuk memesan hotel sebesar 50ribu dikembalikan juga, jadi total pengembalian dana 60ribu. pesan hotel 50ribu dekambalikan plus komisi jadi 60ribu. total saldo saya bonus akun baru 15ribu, topup 50ribu dan dapat komisi 10ribu total saldo 75ribu dan sudah dapat ditarik. saya langsung diarahkan oleh mentor untuk menarik saldo ke rekening kita. jadi total keuntungan dari misi pertama saya adalah 25ribu. untuk misi kedua kita ditawarkan hotel yang lebih mahal dari 200ribu sampai 800ribu, saya coba topup lagi yang 200ribu, dan cair lagi dengan total keuntungan 60ribu. saya mengikuti misi ke 3 dan ditawarkan hotel bintang 1 paling kecil harganya sebesar 800ribu sampe 3juta. saya ambil yang 800ribu dan mendapat untung 160ribu. fyi untuk misi sehari hanya dibatasi maksimal 4 kali misi dari arahan mentornya. oiya saya lupa, kenapa saya berani topup karena sebelumnya kita dimasukan ke group member sampai ada 500 orang yang tergabung group didalamnya, dan banyak yang lebih gila lagi ada yang topup sampai ratusan juta dan mengaku mendapat komisi sampai jutaan juga dilengkapi dengan bukti screenshoot pemasukan uangnya. jika teman2 quora punya pengalaman yang sama tolong dm saya, karena informasi tentang perusahaan ini sangat minim diinternet, dan saya cek di get contact semua mentor atau adminnya belum ada yang mencurigakan. fyi setiap mau topup kita wajib memberi tahu mentor dan akan diarahkan ke rekening yang atasnama berbeda-beda dengan alasan setiap tabungan ada limitnya. tolong kasih saran apakah saya lanjutkan atau stop? karena hari kemarin saja saya mendapatkan cuan hampir 300ribu dalam sehari. update jum'at 12 mei 2023 pertama-tama saya mengucapkan banyak terimakasih kepada semua quorawan/quorawati yang telah memberikan saran maupun peringatan tentang hal ini. setelah saya membaca semua komentar, saya memutuskan untuk tidak merespon samasekali chat dari mereka (namun belum sampai memblokir). oiya, saya belum cerita soal ada orang yang dm ke wa saya dari salahsatu yang tergabung dalam group tersebut, dia mengaku member baru juga disana berikut chatnya seperti ini : saya baru sadar bahwa bisa saja mas ini adalah salahsatu dari mereka, dan meyakinkan bahwa aktifitas ini aman. harus hati-hati sih. gila. saya kirim link thread twitter ke dia tentang modus yang sama dan saya mengingatkan dia untuk berhati-hati dan chat saya hanya diread! saya iseng cari di get contact juga gak ada tanda apa2. group wa tiba-tiba mau ditutup tepatnya kemarin, dan sekarang hanya tersisa group di website mereka disini. xynkk.vip// percakapannya di group website masih aman sih sampai saat postingan ini diupdate. saya capek menelusuri apakah ini penipuan atau bukan, tapi cari aman saja mending langsungrun save your money! ini dia komisi yang ditawarkan semakin hari semakin meningkat. tapi sudah dua hari saya engga respon chatnya, hari ini dia menurunkan modal tugasnya menjadi mungkin untuk mengambil uang dia yang 300k yang sudah masuk ke rekening saya haha. - - - - edit senin, 15 mei 2023 saya cek nomor rekening dicek rekening by kemkominfowebsite resmi dari kominfo ternyata sudah ada satu laporan masuk terkait penipuan."
2024-01-01,"menawarkan pekerjaan online siang tadi, saya mendapat chat wa yang mengatakan akan menawarkan pekerjaan online, mengaku mendapat kontak saya darijobstreet. dari awal saya sudah janggal karena nomornya bukan nomor indonesia, depannya 1, saya kurang paham itu nomor mana. karena kebetulan saya masih agak longgar, saya ladeni chat tsb. saya disuruh mengisi data diri, hanya nama, usia, pekerjaan dan ada nomor rekening/tidak. setelah itu, selang sekitar 1 jam ada nomor baru lagi yang menghubungi saya. dia memperkenalkan diri dan menjelaskan cara kerjanya. saya baru ingat, saya pernah baca di quora ada yang terkena modus penipuan dengan template seperti ini. so, thanks to user quora yang sudah membagi kisahnya (saya lupa namanya). awalnya kita akan diberikan sebuah tugas via wa, biasanya untuk pertama kali tugasnya cenderung mudah. dua nomor yang menghubungi itu saya coba cek di get contact tapi tidak ada hasilnya. entahlah. here we go dia mengatakan tugas yg pertama adalah hanya mendownload telegram. sangat mudah bukan? tapi saya iseng dengan menjawab penyimpanan saya tidak cukup. akhirnya saya iseng, coba saya ikuti alurnya. saya download telegram. setelah saya download, saya tanyakan beneran ditransfer ga uangnya. katanya iya. saya agak nyolot kenapa harus masuk ke telegram hahaha padahal beneran cuma iseng. kejanggalannya adalah, dia menjanjikan 60rb, tapi katanya 30rb dulu, untuk sisanya nanti mengerjakan tugas lagi. masih saya ikuti dan beneran saya cek ke rekening saya, masuk 30rb. hahaha terimakasih mbak/mas penipu. lumayan ini 30rb bisa buat jajan ayam geprek. sudah, tidak saya lanjutin lagi. saya lagi ada deadline kerjaan hahaha yang pasti percayalah, mencari uang tidak akan seinstan itu. mie instan aja kudu direbus dulu :d"
2024-01-01,"barusan aku baca cerita penipuan ini di quora inter, dan biarkan aku menceritakannya kembali untuk kalian.1 here we go! ini terjadi pada tahun 2008, ketika nokia sedang berada pada puncak kejayaannya. seseorang datang ke toko obat kami dan meminta untuk menukarkan ponsel nokia miliknya dengan beberapa jenis obat. ponsel itu sangat menarik. keyboardnya besar, dan semua fungsi berjalan dengan sempurna. kesepakatan pun tercipta, dan kami menerima ponsel itu sebagai gantinya. tiga hari pertama berjalan baik-baik saja. tapi pada hari keempat, taraaaa ternyata ponsel itu bukanlah nokia, tetapi nokla! kami ditipu. dan hingga hari ini, pria itu tak pernah menampakkan batang hidungnya lagi. tapi beneran ada ya guys hape nokla? kok aku baru tahu yaa catatan kaki"
2025-01-01,"ada, berawal dari iklan ini sebagian judul iklannya saya sensor kebetulan lagi cari game konsol yang murah, siapa tau ada orang bu. meskipun sudah membaca ulasan negatif dari pembeli sebelumnya, saya tetapcheckoutkarena saya yakin transaksi lewat marketplace sangat aman. ternyata benar, paket yang dikirim paket kosong, dan tidak sampai (mungkin karena kurir merasa di permainkan kirim paket kosong), sellernya bilang dia kirim 2 paket, yang resi dia masukin di sho itu cuma formalitas saja. tapi resi kedua nya pun seller tidak memberitahukan, makanya saya langsung klik komplen pengembalian dana, dan sebelum 24jam saldonya sudah dikembalikan. jadi triknya itu pembeli menunggu paket ke 2 datang, dan di hari ke 2 paket resi ho! sampai otomatis pembelian dianggap berhasil. : saya dari awal yakin ini 90 penipuan, tapi karena belanja lewat marketplace sangat aman makanya saya berani untuk tetap checkout. edit: kalau transaksinya tidak bermasalah waktu tunggu seller untuk menanggapi komplen itu 3x24 jam."
2021-01-01,"penipuan uangku atau rekening ponsel sebenarnya ini bukan penipuan baru, setelah di rumahkan pasca pandemi saya benar benar tidak ada sumber pendapatan , jadi saya memutuskan untuk memulai olshop di instagram saya berjualan daster dan barang-barang serupa, nah ada satu ketika saat saya baru upload belom 5 menit sudah ada yg order, dan order nya memang dengan format lengkap, sangat mencurigakan, saya sudah terbiasa waspada karena saat-saat seperti ini sangat banyak yang mencari kesempatan dalam kesusahan orang lain, jadi kira - kira seperti ini. yg di delete itu nomor rekening saya. nah waktu itu ada sms otp yang masuk dari uangku, saya panik dia juga sempat telepon dan saya tolak , saya bilang berisik, setelah saya browsing ,ternyata banyak sekali penipuan serupa, ternyata dia mendaftarkan nomor saya di pinjaman online uangku, limit pinjaman bisa sampai 8jt, kebayang kalau saya kasi kode otp nya saya bisa-bisa harus bayarin hutang orang lain, sebenarnya walaupun saya gak kasi kode otp nya saya tetap merasa was-was takutnya nomor atau hp saya di hack , tp sampai saat ini untungnya tidak terjadi apa -apa. untuk teman-teman olshop khususnya hati-hati , tetap waspada, karena ada saja orang2 seperti ini yg seakan2 ingin menambahkan garam di luka, hidup sudah susah jangan sampai di buat tambah susah. tips. kalau dapat nomor baru customer di cek dulu di get contac, akan muncul tagar2 terkait nomor tersebut sekian dari saya , salam hangat."
2020-01-01,"haha beberapa waktu lalu saya komentar di jawaban ,nyala svetaperihal pertanyaan yang sama dan baru saja saya ngalamin tipu tipu lewat aplikasi preloved merah setelah sekian lama saya uninstall, saya install ulang aplikasi ini karena mau jual heels saya yang masih mulus tapi udah gamuat, lumayan kan kalo jadi uang khekhekhe beberapa menit setelah saya post, ada yang membuat offer tapi ga nawar. saya udah negative thinking, tapi mencoba ga negative thinking. setelah saya chat, doi langsung ngasih alamat lengkap, gapake ba bi bu nawar segala macem. sungguh customer idaman sekali bukan langsung hopeless saat dia nanya ""pake mbanking ngga?"" tapi masih saya ladenin juga hahaha yang saya kagetnya adalah, dia ngirim bukti transfer lengkap dengan nama lengkap saya, padahal saya tulis di chat hanya ""an ananda r"". untung saya ga keburu seneng trus packing sepatunya. saya cek mutasi saya, hemmmm transaksi terakhir beberapa hari yang lalu dan ga ada uang masuk sejumlah yang diatas. kemudian saya chat lagi, tadinya pengen saya gas ""duit masuk mah masuk aja kaleeeee ngapa ribet gue harus konfirmasi"" wkwk sebel banget saya hampir termakan tipu tipu karena di bukti bayar ada nama lengkap saya :"") akhirnya saya diemin aja, takut ntar kesenengan diladenin penipunya hehe. hati-hati ya teman-teman semua, lebih baik emang transaksi di tempat yang pakai rekening bersama (saya pakai preo juga untuk jual barang preloved saya), kalo di aplikasi merah ini saya ga terlalu banyak berharap karena banyak penipu. tapi tenang, suka gampang kok bedain mana pembeli asli dan palsu, kalo ada yang langsung nawar sadis setengah harga, yakin 89 itu pembeli asli"
2023-01-01,"seperti ini : saya pikir ini teman saya yg dri luar negeri, jam 17.19 dia mengucapkan selamat pagi. iyain ajaa dahhh chattan terakhir, kayaknya pawang hujan bukan target dia dah :d"
2022-01-01,"legal tapi maling. sebenarnya saya malas cerita kaya gini, tapi saya sudah kesal dan hampir saja terjebak. untung saja saya sudah melakukan tindakan pencegahan dan melakukan perekaman untuk bukti kalau misalnya nanti terjadi hal-hal yang tidak diinginkan. mohon perhatikan setiap tulisan yang tulis dengan huruf bold. jadi ceritanya sekitar jam 2 siang tadi saya ditelpon oleh telemarketing bank bumn dengan nama ""independen"" you know who. saya ditawari asuransi, namun si sales tersebut ngomong dengan nada cepat yang membuat pendengarnya cenderung untuk menyetujui apa yang dikatakan oleh sales tersebut. - trik sales (ngomong nada cepat untuk mengelabui penawaran, usahakan untuk konsentrasi dan katakan tidak kalau tidak tertarik) telepon berlangsung secara 5 menitan, tapi saya sudah merasakan gelagat aneh dari sales tersebut saat 1 menit pertama dan saya mulai melakukan perekaman. memang dari awalnya nadanya bagus sih, crosschek soal umur, status perkawinan, mendoakan supaya sehat selalu. tetapi, sales ini mulai bermain di sisi psikologis. mencoba untuk menumbuhkan rasa empati terhadap prospek (yang mana saya sendiri) supaya tidak tercipta sekat antara sales tsb sebagai orang asing terhadap saya. lagi-lagi mau ngadalin saya, kalau ada orang asing siapapun itu mencoba untuk mengorek-ngorek latar belakang anda. itu tandanya orang tersebut sedang berusaha bonding (melakukan pendekatan) untuk menipu anda. berkali-kali menjelaskan benefit dari asuransi, wah kalau pas lagi nawarin bacotnya luar biasa. tanggungan sampai 50 juta, tanggungan 1 hari 1 juta bisa reimburse pakai nota, pokoknya semua beres deh dan ditanggung selama 3 tahun. nah ini masalahnya, meskipun saya ngga paham hitungan asuransi. tapi jangan pernah membodohi warga yang tetangganya bisa nyalon bupati dari dana perputaran togel. dengan premi bulanan sebesar 260 ribu x 12 tahun x 3 tahun 9,36 juta uang yang harus dikeluarkan. tapi kalau tidak diklaim selama 3 tahun, uang yang kembali hanya sebesar 30. wah ini aja udah red flag. lalu saya tanyakan, apa nama programnya lalu muncul ini di pencarian. dan jenis penyakit yang dicover sesuai nama asuransinya, hanya penyakit tropis. internet ngga bisa bohong, setiap kali ada tawaran aneh-aneh langsung cari di google.triknya jangan buka website resmi (karena sudah pasti maling mana mau ngaku), tapi buka website sosial media, facebook, twitter atau kaskus. biasanya aneka jenis penipuan orang bagi di website ini. ada rekomendasi keyword ""penipuan"" nah ini sudah ngga beres. di sinilah saya mulai menginterogasi ""ini pembayarannya bagaimana ?"" ""nanti didebet otomatis dari rekening bapak"" ""nanti ada persetujuan dari saya atau ngga?"" ""tentu saja ada pak, kami ini program resmi kok dari bank 'independen' nanti kami kirim form persetujuannya lewat email ataupun nomor bapak yang terdaftar di whatsapp ya."" lalu saya jawab, ""saya ngga tertarik"" seketika telepon langsung dimatikan oleh sales tersebut. dari awal saya udah melakukan perekaman, dan jangan salah. kalau ada kata iya nanti sales bakal menandatangi perjanjian dengan pemalsuan tanda tangan tanpa kita tahu, namanya juga orang bank mandiri oknumnya maling semua. intinya maling resmi bank mandiri ini. jangan sampai kejadian, kalau ada telepon dari bank mandiri apapun itu mattiin aja daripada jadi korban maling. kesimpulannya bukan itu saja, coba cek ke akun ig 'independen'axa. kolom komentarnya ditutup karena pasti banyak komplain di situ. kalau olshop masih mending, anak perusahaan bumn nyari duit jadi maling. mana akunnya resmi pula. jadi ingat-ingat sama perusahaan maling ini ya, perusahaan tolol, salesnya goblog,"
